Commit标题,作者和时间,Commit链接
upgraded ngx_lua to 0.10.23rc2. (#889),Johnny Wang committed 2 years ago,https://github.com/openresty/openresty/commit/d5c5ccbad2690f1503ebb805803e7bc2c1e1e234
travis: upgraded OpenSSL to 1.1.1s.,Johnny Wang committed 2 years ago,https://github.com/openresty/openresty/commit/21eb0377acc7a57d9243bb682a3325da24b3610d
feature: upgrade the nginx core to 1.27.1.,Johnny Wang committed 1 year ago,https://github.com/openresty/openresty/commit/a8f26b94193d640cb950b59fb0ef53e62a1d6497
formal release 1.27.0.1.,Johnny Wang committed 1 year ago,https://github.com/openresty/openresty/commit/af1f50b320ab1141d52a2ed885dc7c9d9a8aad0a
patches: added initialize_quic_transport_id_variable.patch for nginx >= 1.27.0. (#993),Johnny Wang committed 1 year ago,https://github.com/openresty/openresty/commit/4da52a05745c1b4293df790316356db88d83db96
win32: upgraded deps zlib to 1.3.1.,Johnny Wang committed 1 year ago,https://github.com/openresty/openresty/commit/8b119bceb7288c15b8f6eabf38f00fda08f4ec47
feature: upgrade the nginx core to 1.27.0.,Johnny Wang committed 1 year ago,https://github.com/openresty/openresty/commit/cdd227a4f62196244d8d089426c2e1cc04a66933
formal release 1.25.3.1. (#952),Johnny Wang committed 1 year ago,https://github.com/openresty/openresty/commit/8978f0426f13631d95806ba4de3d86a04462a8ea
win32: upgraded deps openssl to 1.1.1w and zlib to 1.3. (#950),Johnny Wang committed 1 year ago,https://github.com/openresty/openresty/commit/8760b0af4a8ea5a7d08a22dc00e9a4da13a8c79b
kph update dyndata,Johnny Shaw committed 9 days ago,https://github.com/winsiderss/systeminformer/commit/fb03db9c1ea52c81bce3f8dd94d6c88cf74973a1
kph update dyndata,Johnny Shaw committed 9 days ago,https://github.com/winsiderss/systeminformer/commit/8d094d8d1920f44dbc12f8954fa084b04c8f6fb5
kphusr fix typos,Johnny Shaw committed 8 days ago,https://github.com/winsiderss/systeminformer/commit/9ff28dbd0aeaaf1b359f6aee9c40e919775a03ce
fix firmware typos,Johnny Shaw committed 7 days ago,https://github.com/winsiderss/systeminformer/commit/546ed75f28345de3407cfcb9a033517039f5d022
kph remove port overlapped events,Johnny Shaw committed 6 days ago,https://github.com/winsiderss/systeminformer/commit/cbb526fdd11bdac6096669b6ac015b51a7259019
phnt alignment macros param consistency,Johnny Shaw committed 6 days ago,https://github.com/winsiderss/systeminformer/commit/aebe4d4eee5745592695617ad1593cde422109ef
phnt correct alignment macros for type conversion,Johnny Shaw committed 6 days ago,https://github.com/winsiderss/systeminformer/commit/a6384c2c15b6de5aa4daa20ab7f3755a0d6292f5
kph update dyndata,Johnny Shaw committed 5 days ago,https://github.com/winsiderss/systeminformer/commit/589ae614d9414270382bf6dddb747f244b32ec83
kph restore generated dyndata from 546ed75,Johnny Shaw committed 5 days ago,https://github.com/winsiderss/systeminformer/commit/9edcef882eb64a827af07846e6971504a725dd15
phlib imgcoherency fixes,Johnny Shaw committed 5 days ago,https://github.com/winsiderss/systeminformer/commit/d1271ab13abbf04e5492c47091dcf0e76613eb04
kph update dyndata,Johnny Shaw committed 30 days ago,https://github.com/winsiderss/systeminformer/commit/a0c4fdedee7cf0e823db16a9776961daf58287d0
fix cbt on arm64,Johnny Shaw committed 3 days ago,https://github.com/winsiderss/systeminformer/commit/81f5c5c5c9ead901010cacdb4e09ce32755ae29e
kph update dyndata,Johnny Shaw committed 27 days ago,https://github.com/winsiderss/systeminformer/commit/b9e339c19184d5fbb761aaa2de444d2f9a9dc31d
kph update dyndata,Johnny Shaw committed 26 days ago,https://github.com/winsiderss/systeminformer/commit/ca6e744457fcfc68d7295eb458f5810f58f988c1
kph update dyndata,Johnny Shaw committed 23 days ago,https://github.com/winsiderss/systeminformer/commit/705bc07cd5d387ff4832bccd8a174e0acdce31c6
kph update dyndata,Johnny Shaw committed 22 days ago,https://github.com/winsiderss/systeminformer/commit/06ac1e5dff087ddc22e6429f0d97fe81c5023d3c
kph update dyndata,Johnny Shaw committed 21 days ago,https://github.com/winsiderss/systeminformer/commit/f33c0f6cfaaf49e0b4b176fff68ec24c5ce0da6c
Workaround TDN_DESTROYED without TDN_DIALOG_CONSTRUCTED,Johnny Shaw committed 2 months ago,https://github.com/winsiderss/systeminformer/commit/6d779c43258b3c229835dc317a84d0507eeff7b3
CustomBuildTool disable BuildSymStoreZip,Johnny Shaw committed 2 months ago,https://github.com/winsiderss/systeminformer/commit/a5b44056e852ba328f86c6a695145ac0d844b0ed
kph update dyndata,Johnny Shaw committed 2 months ago,https://github.com/winsiderss/systeminformer/commit/61584697234807d6e7979100b27959a12a2e25d1
fix cmake build,Johnny Shaw committed 2 months ago,https://github.com/winsiderss/systeminformer/commit/c5cf868585f97b7ab147159875288dd7bbcf8b81
kph update dyndata,Johnny Shaw committed 2 months ago,https://github.com/winsiderss/systeminformer/commit/dfc9acd0656fcf36d3c093b9243c4160e4612a4c
kph update dyndata,Johnny Shaw committed 2 months ago,https://github.com/winsiderss/systeminformer/commit/a9a39983b79343a1fef18fc227c55566c04ce78b
fwtab improve search,Johnny Shaw committed 2 months ago,https://github.com/winsiderss/systeminformer/commit/2d54877372b6ba074c4faa1a4c28e27f19906a70
kph update dyndata,Johnny Shaw committed 2 months ago,https://github.com/winsiderss/systeminformer/commit/2c30b6b2c17318b40451919c22f7ced0ef5edac1
kph update dyndata,Johnny Shaw committed 2 months ago,https://github.com/winsiderss/systeminformer/commit/f78ce06c7bb6e288bae3a7faaa54ca32d941d53d
revert duplicate props from driver projects,Johnny Shaw committed 16 days ago,https://github.com/winsiderss/systeminformer/commit/335b8779f123486babec76c7c83e9dc2e6d645f8
update winsdk packages,Johnny Shaw committed 16 days ago,https://github.com/winsiderss/systeminformer/commit/be896c91437a440d32a8a65e3d3a40ed3116b9e7
"Revert ""Update VS26 Solutions""",Johnny Shaw committed 15 days ago,https://github.com/winsiderss/systeminformer/commit/13cd95f8d2251f3f68e806bb307534044b85ccb4
"Revert ""Add check for .NET 10 SDK""",Johnny Shaw committed 15 days ago,https://github.com/winsiderss/systeminformer/commit/894eb4d5df921032469e22a17f0fdcbccb5f49d4
"Revert ""Visual Studio 2026""",Johnny Shaw committed 15 days ago,https://github.com/winsiderss/systeminformer/commit/54d36991777bc1403bbea8f7716db52c1fe2ee43
kph update dyndata,Johnny Shaw committed 15 days ago,https://github.com/winsiderss/systeminformer/commit/7177af4772f6b22213a8cbdaeafcb8e907de9465
nativethread fix PhGetThreadName,Johnny Shaw committed 13 days ago,https://github.com/winsiderss/systeminformer/commit/b8c57e2b5a44282482a60efd7a9210e31ea6a7bd
sysscpu fix oob reads,Johnny Shaw committed 1 month ago,https://github.com/winsiderss/systeminformer/commit/9efd3fc3596853114cf1a625edd290eafa05296f
kph update dyndata,Johnny Shaw committed 1 month ago,https://github.com/winsiderss/systeminformer/commit/62b36c21051fcfc6ccd2416ab69d562b06865375
native set info vm cleanup and doc,Johnny Shaw committed 1 month ago,https://github.com/winsiderss/systeminformer/commit/209bd83e05ccbdb679b81ca779453fb8f84a852b
tokprp fix model policy call,Johnny Shaw committed 1 month ago,https://github.com/winsiderss/systeminformer/commit/49961e7970fea4e6a40a2db5b19aa3334674ef62
strsrch detect Unicode BMP,Johnny Shaw committed 1 month ago,https://github.com/winsiderss/systeminformer/commit/2bf516dabf0b2c6ab73c17d121e4ea9f0dbf21fe
kph update dyndata,Johnny Shaw committed 1 month ago,https://github.com/winsiderss/systeminformer/commit/2bc6d7006b6b1465b9cd78cd6b90bba4476be185
update windows sdk packages,Johnny Shaw committed 1 month ago,https://github.com/winsiderss/systeminformer/commit/8a98940a1b1d9bb3d6e8125a88aac1315f0e9564
kph update dyndata,Johnny Shaw committed 1 month ago,https://github.com/winsiderss/systeminformer/commit/cb2eee327063e1f7f9d1f358ba1cd417ef32ba0e
update tools package refs,Johnny Shaw committed 1 month ago,https://github.com/winsiderss/systeminformer/commit/0b1263530656c5aa10c60f923509df6e885464a3
kph update dyndata,Johnny Shaw committed 1 month ago,https://github.com/winsiderss/systeminformer/commit/87248ae61401bf3d1458284133338bbf761829ee
kph update dyndata,Johnny Shaw committed 1 month ago,https://github.com/winsiderss/systeminformer/commit/24247173c36cbd106ed65c25b2366365dad9d33a
kph update dyndata,Johnny Shaw committed 1 month ago,https://github.com/winsiderss/systeminformer/commit/75d374ed72f521f97effde968b7b02293ea68997
cmake fix natvis,Johnny Shaw committed 1 month ago,https://github.com/winsiderss/systeminformer/commit/e924b53e1634ee6b0496a262d4343af052102c29
kph update dyndata,Johnny Shaw committed 1 month ago,https://github.com/winsiderss/systeminformer/commit/d1484654bebcaff40afb666b391ea5b752f344fc
kph update dyndata,Johnny Shaw committed 1 day ago,https://github.com/winsiderss/systeminformer/commit/ac58f599081877d4d5435034c9bb493d9ba8b43c
kph update dyndata,Johnny Shaw committed 1 day ago,https://github.com/winsiderss/systeminformer/commit/2fbfe5e722b8a6d1dcfec684929d29181a4cb3c8
added support for Docker secrets and password file in the Docker image,John committed 5 years ago,https://github.com/shadowsocks/shadowsocks-libev/commit/2a249b0bac6e7cf3cb743c909e1ace41b7a8970e
fix(keyboard): remove and add state to text area instead of keyboard (#9105),John committed 1 month ago,https://github.com/lvgl/lvgl/commit/2ee285dafd2968b7ddcda17ef86649494515476e
Fix Windows compile issue,John Vandenberg committed 1 month ago,https://github.com/tursodatabase/libsql/commit/98a2299ce2969e2919c0e9e89a72c5690d76c70f
shared/runtime: Set exit code according to the SystemExit exception.,John Smith committed 1 year ago,https://github.com/micropython/micropython/commit/1e5da2642cbb0b4c808323173b7a703c3a3cf24f
[examples] text_inline_styling: make inline text and background colors respect base alpha (#5373),John Jimenez committed 5 days ago,https://github.com/raysan5/raylib/commit/e273aaea1ed575d6bc67155dbc2101868fc72669
OcDeviceMiscLib: Add PCI class names to PCI info dumping,John Davis committed 9 months ago,https://github.com/acidanthera/OpenCorePkg/commit/ceb0e8d733c9afc32cebe5fcde69d1e4251ecc37
AcpiSamples: Adjust Hyper-V SSDTs,John Davis committed 9 months ago,https://github.com/acidanthera/OpenCorePkg/commit/f4e7e29335f6b2c9d087de37a1d9031de8ca2d91
OcAppleKernelLib: Fix ProvideCurrentCpuInfo and CPUID patching on older 10.4 versions,John Davis committed 9 months ago,https://github.com/acidanthera/OpenCorePkg/commit/7044d6b8451faa2df4559bb8f89579786a4f174f
Docs: Rebuild Configuration.pdf,John Davis committed 9 months ago,https://github.com/acidanthera/OpenCorePkg/commit/ddb0bc71f8ba3aa76edcd890211c2f84b93d9486
Docs: Update Configuration copyright,John Davis committed 9 months ago,https://github.com/acidanthera/OpenCorePkg/commit/c5f89dddee10cfbbcaf2eb57f5f3562d2ae6673c
Docs: Fix broken links to Apple sources in Configuration,John Davis committed 9 months ago,https://github.com/acidanthera/OpenCorePkg/commit/9b82bc0b298b95aec2601cb2298c60512f544148
Update changelog,John Davis committed 9 months ago,https://github.com/acidanthera/OpenCorePkg/commit/17fc4557896bdf4210d0fe40813da138674f0a68
Add ClearTaskSwitchBit booter quirk (#573),John Davis committed 9 months ago,https://github.com/acidanthera/OpenCorePkg/commit/45f8ba2cd28432be176aa54a54d1fe844c63122d
Fix incorrect print in PCI device info dumping in SysReport,John Davis committed 7 months ago,https://github.com/acidanthera/OpenCorePkg/commit/0e45c622e23140c3f33edc5cc61376d4ac9b4dad
fstools: move jffs2reset to factoryreset,John Crispin committed 1 year ago,https://github.com/coolsnowwolf/lede/commit/4dc556542d0b4780739104683078c406b798a505
"boards: Infineon: Removing dts references to infineon,cat1-uart-pdl",John Batch committed 16 days ago,https://github.com/zephyrproject-rtos/zephyr/commit/0fadfd211f1d50b34a9d35e6b79d1a87a5f055fe
chore: fix spelling,John Bampton committed 4 years ago,https://github.com/openresty/openresty/commit/f39a58477510166863cd04dede0411d192f8bc47
doc: fixed misspelling. (#693),John Bampton committed 4 years ago,https://github.com/openresty/openresty/commit/e0eb5312430719ac7f28130563e4a769ce4e4977
linux-firmware: update to 20251125,John Audia committed 9 days ago,https://github.com/openwrt/openwrt/commit/5a4e65f612b5114000e8f444e86546e0a6d34ab0
linux-firmware: update to 20250808,John Audia committed 4 months ago,https://github.com/coolsnowwolf/lede/commit/db67423773c0e9bf2c006ab7db16278e2571aa7f
kernel: refresh generic patches,John Audia committed 3 months ago,https://github.com/coolsnowwolf/lede/commit/97022aab27e605c6e31e7532a64fda05895f0517
intel-microcode: update to 2025111,John Audia committed 21 days ago,https://github.com/coolsnowwolf/lede/commit/da5aa4213a50e6645e7d8c94ac799208fc8477bb
kernel: bump 6.12 to 6.12.47,John Audia committed 2 months ago,https://github.com/coolsnowwolf/lede/commit/289f49d119b94b2507f630117611384c4edc1bd3
bcm27xx: refresh kernel 6.12 patches,John Audia committed 1 month ago,https://github.com/coolsnowwolf/lede/commit/3c3f691df9870bed20c1a16f9b5a7c18d3647831
Fix decoding of UUID v7 timestamp microseconds,Johannes Westphal committed 1 month ago,https://github.com/timescale/timescaledb/commit/35df524da45e4f1926f7b26c25b1cc17aab9c2cd
[NETIO] Implement an in-kernel BSD-style networking API driver,Johannes Thoma committed 1 month ago,https://github.com/reactos/reactos/commit/b18a46e315a42175174dbef972bab40474ad790f
[TDIHELPERS] Move TDI helpers from AFD driver to separate directory,Johannes Thoma committed 1 month ago,https://github.com/reactos/reactos/commit/c425244a3643b2673902d43eaf91723062485f0c
Merge branch 'tb/external-diff-renamed',Johannes Sixt committed 9 days ago,https://github.com/git/git/commit/776223c4d8482a29585266e189ea8f1933ac9652
Merge branch 'js/persist-ref-window-geometry',Johannes Sixt committed 9 days ago,https://github.com/git/git/commit/bd3fd7e77c3ee3a45baebaed54fabd2d49b75a4d
gitk: show unescaped file names on 'rename' and 'copy' lines,Johannes Sixt committed 29 days ago,https://github.com/git/git/commit/d445a78873423c55b79f97361a082272acd17f7b
gitk: fix a 'continue' statement outside a loop to 'return',Johannes Sixt committed 29 days ago,https://github.com/git/git/commit/77e7aab693daee402ef37323715207c5a2daec9f
Adding filetypes,Johannes Schöpp committed 8 years ago,https://github.com/ggreer/the_silver_searcher/commit/fe36783d5e5863aa0a142a2969a286e90b558b34
stb_vorbis: rename BUFFER_SIZE macro to STB_BUFFER_SIZE,Johannes Schultz committed 4 years ago,https://github.com/nothings/stb/commit/3f671b870ff2f25b439ba36d8490c201c8b2c2bd
Added long option for filename pattern,Johannes Schoepp committed 8 years ago,https://github.com/ggreer/the_silver_searcher/commit/99fa19f33ea4506bf6c10ec2c8912def6f53bc50
"ci: update {download,upload}-artifact Action versions",Johannes Schindelin committed 29 days ago,https://github.com/git/git/commit/8d71696686762c57e251f8a191ecad28861de6a7
ci: bump actions/setup-go from 5 to 6,Johannes Schindelin committed 17 days ago,https://github.com/git/git/commit/cd99203f86ea32e0b84d1ef18f5148b74972f617
mingw: avoid the comma operator,Johannes Schindelin committed 17 days ago,https://github.com/git/git/commit/af3919816f20c7c54e6d377945b2f6344b3588fe
cmake: stop trying to build the reftable and xdiff libraries,Johannes Schindelin committed 17 days ago,https://github.com/git/git/commit/b0d5c88cca3d67fd020d1e71fb04380cd15f5e55
Use correct line from recursively blamed commit (#1370),Johannes Altmanninger committed 7 months ago,https://github.com/jonas/tig/commit/9909d5529c03383279fe6fce5de624df0fdd2a99
Fix null dereferences on unset %(fileargs) (#1159),Johannes Altmanninger committed 4 years ago,https://github.com/jonas/tig/commit/5d34f57527a3415339ee97636ca355c08a1831a9
Allow to toggle revision filtering (#1173),Johannes Altmanninger committed 4 years ago,https://github.com/jonas/tig/commit/19bb021a50da384bd4cbc2c08c8a76a2e61f9216
argv_format(): extract boolean parameters into bitfield,Johannes Altmanninger committed 4 years ago,https://github.com/jonas/tig/commit/08f23f96f2b06e1ceacbfccc6bf145fb278cda28
Remove quotes from TIG_LS_REMOTE to allow inline shell commands (#1161),Johannes Altmanninger committed 4 years ago,https://github.com/jonas/tig/commit/15aab28834f9d1b447384bb79e6c5ae13314d651
Makefile: avoid overzealous removal of compile_commands.json (#1157),Johannes Altmanninger committed 4 years ago,https://github.com/jonas/tig/commit/224653086e6e139b2b324a7e40fb2348216b2b95
Run macOS CI on pushes and pull requests (#1144),Johannes Altmanninger committed 4 years ago,https://github.com/jonas/tig/commit/925d331f2784c96ef952421bade1d5edae271f6f
Fix blame when opened from an initial diff view (#1135),Johannes Altmanninger committed 4 years ago,https://github.com/jonas/tig/commit/874ee11d82b2828f1414a9a6ed32ed6a8486e6f4
"Expose %(file_old), the filename before a rename or deletion (#1132)",Johannes Altmanninger committed 4 years ago,https://github.com/jonas/tig/commit/5a23214c51d9ef55270f9b6f67b15db6d0ea25ce
Simplify return expression that is implied by loop invariant.,Johannes Altmanninger committed 4 years ago,https://github.com/jonas/tig/commit/a0506d95e61a420e3761269fcd9b5d38c40901a1
Fix null dereferences on unset state variable,Johannes Altmanninger committed 4 years ago,https://github.com/jonas/tig/commit/9b262f6b972e71c86048224598aa9fa951f0341c
Fix integer truncation warnings with explicit casts,Johann Muszynski committed 9 months ago,https://github.com/nicbarker/clay/commit/ad4d00be336af4eccc82bd0e847a4699ed50ddad
[Compilers] Add struct names to public structs (#336),Johann Muszynski committed 6 months ago,https://github.com/nicbarker/clay/commit/34ff7e1beaf34d22cf9733d85d0fd2c04200bf0f
doc: usb: add VID/PID documentation for the new USB device stack,Johann Fischer committed 3 days ago,https://github.com/zephyrproject-rtos/zephyr/commit/c828f5db8d94a8e658377972b292d77cfd8fd935
drivers: crypto_mbedtls_shim: Fix build with Clang/LLVM,Johan Hedberg committed 5 hours ago,https://github.com/zephyrproject-rtos/zephyr/commit/69946a1253db1326a06e73303d79b8ec652a90f4
GCC 14.1: Fix incompatible pointer type,Joffrey committed 1 year ago,https://github.com/haiwen/seafile/commit/34e743ffb6d8d01ea7d2669037f70fec53e4e54a
Partially skip generating community modules when none enabled (#25819),Joel Challis committed 7 days ago,https://github.com/qmk/qmk_firmware/commit/b5dfb2bd1ea38a37c58227eb17bde583f0c0e4d6
Fix python format warnings (#25841),Joel Challis committed 4 days ago,https://github.com/qmk/qmk_firmware/commit/e2bf515df4c51c4d2e3b442d23e52d6d43f7f726
Remove macos-13 runner from bootstrap testing (#25843),Joel Challis committed 4 days ago,https://github.com/qmk/qmk_firmware/commit/2cac8b587fdef6526330c80799e0a190b75bb2fd
Update Bootstrap testing triggers (#25842),Joel Challis committed 4 days ago,https://github.com/qmk/qmk_firmware/commit/83b42ea9dcbc883200061caca839ea71472b5025
2025q4 develop changelog (#25845),Joel Challis committed 3 days ago,https://github.com/qmk/qmk_firmware/commit/0e6b73c9ff44c8404a74e165a8aa0b258db41f8a
Implement minimal connection update logic (#25334),Joel Challis committed 28 days ago,https://github.com/qmk/qmk_firmware/commit/01952bf39aadc42a70221f91d8cc0536ad458b04
Rework converter docs (#18314),Joel Challis committed 28 days ago,https://github.com/qmk/qmk_firmware/commit/01d81b95508f8411490467fe785b84d73495bdb9
Fix pmw33xx sensor initialisation (#25777),Joel Challis committed 26 days ago,https://github.com/qmk/qmk_firmware/commit/00eebfb575d6ea0660755cee2c6ccf3b21110312
Generate `CUSTOM_MATRIX = lite` without `matrix_pins.custom` (#25453),Joel Challis committed 26 days ago,https://github.com/qmk/qmk_firmware/commit/6e35013bc2e30af022cdb8c176e869c5c94ee17a
Align use of keymap level `_kb` callbacks (#25774),Joel Challis committed 23 days ago,https://github.com/qmk/qmk_firmware/commit/98504424b1748c6db4eb26fde2c45c8d76eec7b9
Add return code to `qmk userspace-doctor` (#25775),Joel Challis committed 23 days ago,https://github.com/qmk/qmk_firmware/commit/8ec3de0f92219ee783425f406ff188597ec5e8c6
Add LED/RGB Matrix flags API docs (#25673),Joel Challis committed 2 months ago,https://github.com/qmk/qmk_firmware/commit/6f93a86e6e12ddc999da3cf940f5c327d5f9b91a
"Add DD {LED,RGB}_MATRIX_DEFAULT_FLAGS support (#25671)",Joel Challis committed 2 months ago,https://github.com/qmk/qmk_firmware/commit/0a4c1caf204bd9750ef8af8296b2e225682b6029
Add generic handling to cycle LED/RGB Matrix flags (#24649),Joel Challis committed 2 months ago,https://github.com/qmk/qmk_firmware/commit/883465d9fb29cd793684ee0ac688ff3517cf8bc0
Tidy Keebio keyboards (#25653),Joel Challis committed 2 months ago,https://github.com/qmk/qmk_firmware/commit/46231df62d1914bb7d25f26a7ece41b7805cc807
Remove encoder resolution where duplicating defaults (#25654),Joel Challis committed 2 months ago,https://github.com/qmk/qmk_firmware/commit/b6310b5a1507aa085a732f1105b7f022c837f443
Generate default encoder resolution for sparse config (#25247),Joel Challis committed 2 months ago,https://github.com/qmk/qmk_firmware/commit/d34cade5abe11da93a6f3d204b00278127299f8b
Add DIP Switch map support to keymap.json (#25431),Joel Challis committed 2 months ago,https://github.com/qmk/qmk_firmware/commit/cf58a8733d35bbfea2f54bd0175747ee63d9b2e3
Migrate `eeconfig_init_kb` implementations to config (#25422),Joel Challis committed 2 months ago,https://github.com/qmk/qmk_firmware/commit/3320e98ccf6d1fccfada9d6f1d97759e80a340e8
Refactor 40percentclub/ut47 (#25571),Joel Challis committed 2 months ago,https://github.com/qmk/qmk_firmware/commit/319da7bfdb7d6d923baff139f2f5ee58c9d53182
Remove idobao *_DISABLE_UNDERGLOW behaviour (#25638),Joel Challis committed 2 months ago,https://github.com/qmk/qmk_firmware/commit/4a4e4aa083db1752400ab84eade2a5b884cdc136
Fix silakka54 layout (#25643),Joel Challis committed 2 months ago,https://github.com/qmk/qmk_firmware/commit/c4ccbf06e147ce8d50b2629fb32e39ce56b4fb04
Merge upstream uf2conv changes (#25786),Joel Challis committed 18 days ago,https://github.com/qmk/qmk_firmware/commit/8eebc613cf1ba9ae8213a20b3a500eefcd08ffd3
Fix detection of hid bootloader flashing tool (#25790),Joel Challis committed 18 days ago,https://github.com/qmk/qmk_firmware/commit/bb2ca21647d0d78e3cb4512a8a5974a324404fed
Short term fix for skip_converter KeyError in 'qmk userspace-add' (#25798),Joel Challis committed 16 days ago,https://github.com/qmk/qmk_firmware/commit/5bb74764005f6a88266bd1295fbb473301676786
Fix community layout keymap discovery (#25802),Joel Challis committed 13 days ago,https://github.com/qmk/qmk_firmware/commit/3e0b22af68da07bf2854ecde6b0f31f98fd027e2
"Better defaulting of `{RGB,LED}_MATRIX_DEFAULT_FLAGS` (#25785)",Joel Challis committed 12 days ago,https://github.com/qmk/qmk_firmware/commit/53de903fb89d4138fdc38f98d266db0fec9548b1
Fix preference of output file for 'qmk generate-autocorrect-data' (#25818),Joel Challis committed 12 days ago,https://github.com/qmk/qmk_firmware/commit/28a11ff6f7a721820cc335287e44e2fefe22ac71
Fix hhkb/jp - Restore previous matrix locations (#25724),Joel Challis committed 1 month ago,https://github.com/qmk/qmk_firmware/commit/98e65cf3e1fb4bf61367d469a62d3cce0a9fac20
Fix hhkb/jp layout order (#25722),Joel Challis committed 1 month ago,https://github.com/qmk/qmk_firmware/commit/608bcf08fe5c0355beba644e65f3169c367e84c8
Update STM32F446 default HSE to 8MHz (#25717),Joel Challis committed 1 month ago,https://github.com/qmk/qmk_firmware/commit/f4068dbfb0a5bc8ba0daf4e714ff3cbe89ef92c2
Align `drivers.txt` to qmk_toolbox (#25713),Joel Challis committed 1 month ago,https://github.com/qmk/qmk_firmware/commit/97d622651a9aca22c2af9afb22764fab04609525
frontend: Remove help text for shutdown check,Joel Bethke committed 2 months ago,https://github.com/obsproject/obs-studio/commit/c4cccf7b7e7473d6d99f7466a145868fe0dc9a1d
Add wl_fixes interface,Joaquim Monteiro committed 4 months ago,https://github.com/swaywm/sway/commit/0770a8d6435700d87e5753e53fdd2792c1437ea5
[RED-170693] Limit efSearch parameter to avoid heap overflow (#14373),Joan Fontanals committed 2 months ago,https://github.com/redis/redis/commit/97df5b5411d1db2f7eb2d5394f9097c8f6abaf8b
swaybar: Emit property changes for SNI watcher,Joan Bruguera Micó committed 1 year ago,https://github.com/swaywm/sway/commit/f23d10074739de31e9339796dc06348fd919c515
use memset macros instead of fn in x11 demos,Jmmi committed 6 years ago,https://github.com/vurtun/nuklear/commit/f176f3d7e6644eae528bf56c8c9d2cdc46fc171f
Release 2.4.0 version. (#1733),Jiuzhou committed 2 years ago,https://github.com/alibaba/tengine/commit/6268ac5c0e66f90db9d1eb9f1b746f32b5970245
Fix build error about ngx_ssl_certificate. (#1731),Jiuzhou committed 2 years ago,https://github.com/alibaba/tengine/commit/aaaf7f27d1e330a49f1ea6a46c08d9754235b8b4
Update to nginx 1.22.1 (#1719),Jiuzhou committed 2 years ago,https://github.com/alibaba/tengine/commit/e8a993915dfb5d56388ee225b56fee0c982c8f1e
fix(stream): ignore window open when trigger is recovering from checkpoint (#33698),Jinqing Kuang committed 9 days ago,https://github.com/taosdata/TDengine/commit/8dad32d2a30e04b8a5b1a9d001a3a1dd95bab61d
fix(stream): fix state window extend option in history calculation (#33742),Jinqing Kuang committed 7 days ago,https://github.com/taosdata/TDengine/commit/1e8ac680abdf7b7a28360137407de199896efaa0
fix(stream): fix trigger crash at history calculation,Jinqing Kuang committed 19 days ago,https://github.com/taosdata/TDengine/commit/a8dfd121949b532a6dec31d18701c8170ea18e5b
fix(stream): fix trigger crash at history calculation,Jinqing Kuang committed 19 days ago,https://github.com/taosdata/TDengine/commit/eefa8672abd25f2e4b3a15a32be143ba385b496c
enh(stream): print memory usage periodically in stream trigger,Jinqing Kuang committed 19 days ago,https://github.com/taosdata/TDengine/commit/b1ca626eb59c295199f69d31b12ee829f1ea6c63
Merge pull request #33616 from taosdata/enh/addStreamLatency-marks,Jinqing Kuang committed 18 days ago,https://github.com/taosdata/TDengine/commit/f1818b8f6baca1e3bdac2b6ecefcc8ebc9ee54e8
fix(stream): ignore redundant mgmt msg for trigger (#33636),Jinqing Kuang committed 14 days ago,https://github.com/taosdata/TDengine/commit/0d9d8d22e919ff2671baa4ec39f9b6190d28973f
fix(stream): fix stream notification send (#33815),Jinqing Kuang committed 1 day ago,https://github.com/taosdata/TDengine/commit/f7318f788a197f07d0798d7812fefa54e860db00
macos: increase child process stdio buffer size (#4694),Jinho Jang committed 9 months ago,https://github.com/libuv/libuv/commit/7894072528b56b566fd9cbd0124ae7a686d81999
fix: [TD-38729] Forbid virtual table's timestamp precision different from origin table's timestamp precision. (#33757),Jing Sima committed 4 days ago,https://github.com/taosdata/TDengine/commit/ba8749513a1a478118c8a737d1585ce206f7e7b6
fix: [6487976526] virtual table does not support using same column as reference. (#33781),Jing Sima committed 2 days ago,https://github.com/taosdata/TDengine/commit/5044b431b91ef43c163c3c804eca2764086fbf70
fix: [6487976526] Fix virtual table does not support using same column as reference. (#33780),Jing Sima committed 2 days ago,https://github.com/taosdata/TDengine/commit/4c2c0378fdd7571126fbfb9a4467b8e50d9be0cc
fix: [TS-7649] Fix table schema is old. (#33621),Jing Sima committed 18 days ago,https://github.com/taosdata/TDengine/commit/142a41ff0bdc03892187fe11f53fd7114abfce16
fix: [TS-7649] Fix table schema is old. (#33623),Jing Sima committed 18 days ago,https://github.com/taosdata/TDengine/commit/6fcde1c210452104ab1d922812c50653800988d1
fix: [TS-7649] Add new case to ci task. (#33630),Jing Sima committed 17 days ago,https://github.com/taosdata/TDengine/commit/aab7125fc745bc2b7a7808a9c285460541ef96c6
fix: [TD-38520] Fix wrong behaviour when using TAGS in vtable query. (#33629),Jing Sima committed 17 days ago,https://github.com/taosdata/TDengine/commit/f9d993df38d593732ab0e1c11af6b0da8f8e11b6
fix: [TD-38520] Fix wrong behaviour when using TAGS in vtable query. (#33622),Jing Sima committed 17 days ago,https://github.com/taosdata/TDengine/commit/d9bcf7a53dfc96a2c18aeba0969147219e74ad4e
