Commit标题,作者和时间,Commit链接
Print some info about the display backend in --help,lbonn committed 6 months ago,https://github.com/davatorium/rofi/commit/68447855d43f4847482eebe3d399fe9db0ac631d
Set version to next's dev,lbonn committed 6 months ago,https://github.com/davatorium/rofi/commit/7305bcace051ca94520fbe33a733339f133cc9e1
Rofi 1.7.9+wayland1,lbonn committed 6 months ago,https://github.com/davatorium/rofi/commit/07955bf9b37cb149d8d6f51ccf831f3444140087
Fix a merge conflict resolution error,lbonn committed 6 months ago,https://github.com/davatorium/rofi/commit/9f458ad2e76021be0d97930e8c9b25ed23b4bfce
Merge tag '1.7.9' into wayland,lbonn committed 6 months ago,https://github.com/davatorium/rofi/commit/5596ecaca44014f5d2b107996d182fa0cb6f8fb1
Delay display failure exit after help prints,lbonn committed 5 months ago,https://github.com/davatorium/rofi/commit/239bc4fa178a19ee0d6f4815e90934d4f554f463
[Wayland] Estimate DPI from one detected monitor (#2148),lbonn committed 5 months ago,https://github.com/davatorium/rofi/commit/b29624e9c7532797f372e5e357e205b3da1aabe8
Revert dpi detection hacks,lbonn committed 5 months ago,https://github.com/davatorium/rofi/commit/672fbcb49ec7efbd76690224e759f9058aaf8bf3
Unpin meson version in CI,lbonn committed 24 days ago,https://github.com/davatorium/rofi/commit/b905f073f8bd367f9e62401eaac571eb6014def9
Fix global_kb option description,lbonn committed 22 days ago,https://github.com/davatorium/rofi/commit/ea148cbb467b6b7b5811e3c1cf0e3c6cff8c937e
Merge remote-tracking branch 'upstream/next' into wayland,lbonn committed 11 months ago,https://github.com/davatorium/rofi/commit/5df2d3a13725a3c7ee3fdb9d2dcd6bdca19115fd
Set -dev version,lbonn committed 11 months ago,https://github.com/davatorium/rofi/commit/5cf3d34ba4a474f0f017a989937f3dfa95b12525
Rofi 1.7.7+wayland1,lbonn committed 11 months ago,https://github.com/davatorium/rofi/commit/96df6d233ecab5e86570251d089d224abb8e7fc0
Fix imdkit detection,lbonn committed 11 months ago,https://github.com/davatorium/rofi/commit/3550af6d5b645430630fe80439e07c9cac1567b0
Fix a shadowing warning,lbonn committed 11 months ago,https://github.com/davatorium/rofi/commit/fab79016fb3d11cdeb9c6cd060d07971f83ad3e0
Merge tag '1.7.7' into wayland,lbonn committed 11 months ago,https://github.com/davatorium/rofi/commit/57c53bdc160795a0f2ffe07e8831e49f9c00963f
[Doc] Update release notes (#1958),lbonn committed 11 months ago,https://github.com/davatorium/rofi/commit/7adea592a075c4a831fff5a14ffee114e09c803b
Review files exported in tarballs,lbonn committed 10 months ago,https://github.com/davatorium/rofi/commit/03a3a58d54791c16784a1959c16b6d58eecfc3b7
Rofi 1.7.8+wayland1,lbonn committed 10 months ago,https://github.com/davatorium/rofi/commit/369818666baa62db5a36e6ef2c6886a1f89412b8
Add tag in gh artifacts names,lbonn committed 10 months ago,https://github.com/davatorium/rofi/commit/e22d8ff75fc4af73e148fc3df076e80ed9047c38
Merge tag '1.7.8' into wayland,lbonn committed 10 months ago,https://github.com/davatorium/rofi/commit/42c384aec0957544fdbcab2d57742b2cf20c94dd
Remove duplicated disable history code,lbonn committed 1 year ago,https://github.com/davatorium/rofi/commit/0a0cc5f6d7b6d028cc7f6140edf5416d187b3696
Merge remote-tracking branch 'upstream/next' into wayland,lbonn committed 1 year ago,https://github.com/davatorium/rofi/commit/2baa809d8a1e7a253bd1f2b11bb0ba5d7c0da9d5
Re-indent recursivebrowser.c with clang-format,lbonn committed 1 year ago,https://github.com/davatorium/rofi/commit/c38dc9a1d91704c859299bb62358bb092ec166bc
[Autotools] Ship missing files for meson build,lbonn committed 1 year ago,https://github.com/davatorium/rofi/commit/8604addae208fa9895c3b60c1a388e09d3301032
Fix some compiler warnings,lbonn committed 1 year ago,https://github.com/davatorium/rofi/commit/a7c03695c4f6988d2cb21e8e9e905829cb5db719
[Wayland] Add missing methods in wl_data_device_listener,lbonn committed 1 year ago,https://github.com/davatorium/rofi/commit/d88b475bad26a6ba60c85cd7830e441da5774cdb
[Wayland] Fix touchpad scrolling,lbonn committed 1 year ago,https://github.com/davatorium/rofi/commit/93ad86da10b1747f4e584bc6bfbfbc3eddb280a3
tests: added `get_angle` test function in geometry/vector3d (#838),lasgel committed 4 years ago,https://github.com/TheAlgorithms/C/commit/31ced8233e2ae55cff5149e760f92a3fca1d09cf
chore(conf): remove redundant thorvg definition (#9067),laromicas committed 1 month ago,https://github.com/lvgl/lvgl/commit/74f5b159b6fc36ce8cfe5ee328f6caa1af45799a
fix(i2s): fix the auto port failure when use simplex on ESP32,laokaiyao committed 10 days ago,https://github.com/espressif/esp-idf/commit/c08c28fb209b60a6248ffca1d0d6f12b81cb631e
Improve XhciPortLimit compatibility with macOS Tahoe (#590),laobamac committed 15 days ago,https://github.com/acidanthera/OpenCorePkg/commit/000227e411b3ffa1508ac50c42f081711cbccae7
mlx_kem_dup(): Set key state to MLX_HAVE_NOKEYS when not copying keypair,lan1120 committed 3 days ago,https://github.com/openssl/openssl/commit/bc06a6c96c8707503b6fb0dd2e8f12d08c43d1a8
add get_sender function to outside (#1832),kuzhu committed 2 years ago,https://github.com/cloudwu/skynet/commit/30d967ea05bb7e5bb57c34560de07be68b94a729
bugfix: respect max retry after using balancer pool.,kurt committed 1 year ago,https://github.com/openresty/openresty/commit/3636b199e5772dffbadd7d1f0381f22ded6ae32d
Fix sockopt level.,kuangniu committed 5 years ago,https://github.com/shadowsocks/shadowsocks-libev/commit/0f87d7cb6868da710d5f23bcdcd5a459d18435fc
Fix typo in README warning about scammers,koterba committed 23 days ago,https://github.com/DarkFlippers/unleashed-firmware/commit/52b76e2e2e28c3539f1b9e79b6bab7a54272815d
Adding unit tests for sha256 (#2632),korjeek committed 2 months ago,https://github.com/valkey-io/valkey/commit/298f7dae60386df154d272a496c7e9ac7dcfbd6c
Added sessionID to some log lines (#1334),korayvt committed 1 year ago,https://github.com/coturn/coturn/commit/348380f248559bc30f0dcba2243eb8bd393616b6
Fixed bugs in SDL backend (#5325),komunre committed 1 month ago,https://github.com/raysan5/raylib/commit/ed68a4fccef55fe7feaa12d3dd27347aa9969bd3
v7.1.11,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/ca5cd1e4e6d9ae078878a8115bfe9efe13bcc1b6
#2558 update scripting addition for macOS Sequoia 15.4 Beta 2,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/64a31fa1ab4feb269ca20e6d13aeb34fa5353182
use thread_create_running for arm64 on macOS 15+,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/698fdf91dc02f518195ce607cf890cca96e59c8c
#2558 update scripting addition for macOS Sequoia 15.4 Beta 2,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/44019c75d0fe38598018f0314aa6be9b340804e2
#2377 fix slowness in query system caused by unresponsive applications,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/0e3e999de1b51af0aa1eccd379b857402aa39d68
#2517 ..,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/4ea04ead13b30dd7bcbd9567d2755a72314780bb
#2517 query json escape u+0000 - u+001f,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/53c32dbe55e1c90928858243f966f105e6dc4599
cleanup,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/2d4f92e6228c771251e9e5ca17c36018e796a3b2
cleanup,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/883dc0a8d1960845f2cc7108e49585197b7d394b
cleanup,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/f105d882c3ca36d23ada08a2c1853cf482f01718
..,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/160075c6c8c8aef7fa5b9555e8866c4b25bdf930
v7.1.10,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/e735e386a87a05ca138ffde26ba816c1e138f858
#2551 fix bunch of garbage,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/40a7f836262677e7a6acf2068f6d27ae77a039b5
#2533 introduce element id,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/b52e517e876a7eebf7a4dc8aa9d08570910b770f
#2548 adjustment for macOS 15.3 API behavioural change,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/34b541184e31ae0b82e4dd6c2c8c0240ef1e8542
v7.1.9,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/db43615cdec8d6f4fa9f5501f859eac701418e3f
#2533 window query json comma separator issue,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/5a653e67a5b53a81fb1d453ea80a335edb21aadf
cleanup,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/0ddfb58d2aad8affb3c170370397d56d691ac1a8
cleanup,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/de45c5a4dba5a31617e99f9aa109bf81b0f7ad00
cleanup,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/33ea771427f8e3ebd5ff1de9dc23ce2d7b0149b5
v7.1.8,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/9620eaeb3e88d05f46f9a9cc95a40736a27f6db0
#2532 fix window query flag serialization issue,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/7345a70253c70a30e0be35ec41b946d1d6597531
v7.1.7,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/d2dadf5304ace916b713cb8841716fe091defc18
#2320 #2480 implement workaround to create ax-references for windows on inactive spaces,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/187a696b0f71ebcd80bb2fc0824bfdbcc13c7d37
#2320 #2480 implement workaround to create ax-references for windows on inactive spaces,koekeishiya committed 9 months ago,https://github.com/koekeishiya/yabai/commit/15995ae1429852bfa37b356f27da8a06d0337df5
v7.1.14 changelog,koekeishiya committed 8 months ago,https://github.com/koekeishiya/yabai/commit/0a5cdddd46407386a235b67320da3a801c061212
v7.1.14,koekeishiya committed 8 months ago,https://github.com/koekeishiya/yabai/commit/7dbe69703cdd2e8da276f9be6e032d2d4445195f
#2589 fix x86-64 payload for macOS 15.4,koekeishiya committed 8 months ago,https://github.com/koekeishiya/yabai/commit/01949f52af4c2f3fff6ca125df4a2259f8cfb38e
v7.1.13,koekeishiya committed 8 months ago,https://github.com/koekeishiya/yabai/commit/527b0aa7c259637138d3d7468b63e3a9eb742d30
#2452 rework how to perform display focus changes,koekeishiya committed 8 months ago,https://github.com/koekeishiya/yabai/commit/1d9eaa5dbea3d1deb29facb499a5c32bd6536d7a
#2574 display focus command should return error if target is already focused,koekeishiya committed 8 months ago,https://github.com/koekeishiya/yabai/commit/b2300d99eb71b2f26e0bca50a041dd0116804c6c
v7.1.12,koekeishiya committed 8 months ago,https://github.com/koekeishiya/yabai/commit/0dc95fb7c835f28853042f96067c9f37ddce6fad
#599 ignore applications that are being debugged,koekeishiya committed 8 months ago,https://github.com/koekeishiya/yabai/commit/91ac48f43ebbdcccdefb25f9e8ab0e31daaec4a0
#2579 fix auto_balance query output,koekeishiya committed 8 months ago,https://github.com/koekeishiya/yabai/commit/5dde756608130c15b13ff59744c27d57d3c45f29
#2575 workaround to acquire ax-references for windows on inactive spacess should only run on startup,koekeishiya committed 8 months ago,https://github.com/koekeishiya/yabai/commit/932ea9e1efd03931b6481fb3842f55c5cf7b73a9
#2606 fix crash,koekeishiya committed 7 months ago,https://github.com/koekeishiya/yabai/commit/1f525fcabe73c7068d34e0021fb57a8f288514d9
#2595 fetching NSRunningApplication can randomly fail,koekeishiya committed 7 months ago,https://github.com/koekeishiya/yabai/commit/7cccc1ffc87a186cd50c6dea014c1446e8bf23e7
v7.1.15,koekeishiya committed 6 months ago,https://github.com/koekeishiya/yabai/commit/17c023039eae6a50d18285fce4d8d12f4a8c3626
#2605 change when window_unobserve gets called,koekeishiya committed 6 months ago,https://github.com/koekeishiya/yabai/commit/81595ace57607af0a2a2383c932385d5ae882442
#2693 fix space destroy pattern for macOS 26.1 arm64,koekeishiya committed 28 days ago,https://github.com/koekeishiya/yabai/commit/e33e94c0b25f807891e0e70101122afaec796e02
#2634 apply sequoia fixes to tahoe,koekeishiya committed 2 months ago,https://github.com/koekeishiya/yabai/commit/ff42ceadc92dfc50df63b73e3e1384b8b4059864
#2502 minor adjustment to screen-padding and window-gap,koekeishiya committed 11 months ago,https://github.com/koekeishiya/yabai/commit/dafb6d658fcd415440fa49f390d9cf61105774ea
#190 allow additional options for auto_balance config command,koekeishiya committed 11 months ago,https://github.com/koekeishiya/yabai/commit/3547611a7d983f283d88bbc29bc6701098623c7a
#2479 change config option from global to space specific,koekeishiya committed 11 months ago,https://github.com/koekeishiya/yabai/commit/c97357c7e2a9eefef01ac1efb26cbe88cf41667d
#2479 change config option from global to space specific,koekeishiya committed 11 months ago,https://github.com/koekeishiya/yabai/commit/e0d686f900d3afb23a77848d4a9d93d33f7d3f0c
#2510 implement new config option,koekeishiya committed 11 months ago,https://github.com/koekeishiya/yabai/commit/e8e2ef056f851237866e9eb49d32779b98e7c5af
#2440 diff attempt,koekeishiya committed 11 months ago,https://github.com/koekeishiya/yabai/commit/f4ada8d557aeb9c8ba0d031ee6f645acffff50fd
#2497 update scripting addition for macOS Sonoma 14.7.2,koekeishiya committed 11 months ago,https://github.com/koekeishiya/yabai/commit/dedddfbe6116e22ecbae20537929e360a1059101
#2497 update scripting addition for macOS Sonoma 14.7.2,koekeishiya committed 11 months ago,https://github.com/koekeishiya/yabai/commit/2b94e1a2a7bf7ff2cf094b39046441d628f405b6
..,koekeishiya committed 10 months ago,https://github.com/koekeishiya/yabai/commit/7d76125f7604f84685e616bc4599b1f047344209
v7.1.6,koekeishiya committed 10 months ago,https://github.com/koekeishiya/yabai/commit/a95aad33d0ced902bb7bc573c1efa7742ce7fb31
#2522 fix issue that could cause a crash,koekeishiya committed 10 months ago,https://github.com/koekeishiya/yabai/commit/eb10f874e8b31f4b6542b2a7276a24dd672f080d
#2440 maybe fixed?,koekeishiya committed 1 year ago,https://github.com/koekeishiya/yabai/commit/41fc52b2943cbaa9e5e4ceec75f6cadd8c6e2c21
v7.1.5,koekeishiya committed 1 year ago,https://github.com/koekeishiya/yabai/commit/745e9c2215fd592ba20107c37573e1f747499d8c
#2441 update scripting-addition for macOS Sequioia 15.1 Beta 6,koekeishiya committed 1 year ago,https://github.com/koekeishiya/yabai/commit/5909b09f0cc9886b9ec82b324367eb8e81aa3a05
#2441 update scripting-addition for macOS Sequioia 15.1 Beta 6,koekeishiya committed 1 year ago,https://github.com/koekeishiya/yabai/commit/a2c5b63734ac122eb02aaa2bf63a105cd4ab9ae1
update readme,koekeishiya committed 1 year ago,https://github.com/koekeishiya/yabai/commit/c456566e94f2269ae27327039fe7cf4783d8c5a7
v7.1.4,koekeishiya committed 1 year ago,https://github.com/koekeishiya/yabai/commit/ab98228ab459020333b9404faac6cc3280f48d7f
#2431 workaround for breaking issue caused by other third-party software on macOS Sequoia,koekeishiya committed 1 year ago,https://github.com/koekeishiya/yabai/commit/6f9006dd957100ec13096d187a8865e85a164a9b
v7.1.3,koekeishiya committed 1 year ago,https://github.com/koekeishiya/yabai/commit/61bbb9b906a6c24d04292ec3c1f88f9c057d9e6c
#2324 update scripting-addition for macOS Sequoia x86-64,koekeishiya committed 1 year ago,https://github.com/koekeishiya/yabai/commit/27f4423e2a4a6c98421cdddb0ce7adf40b75ff1f
#2408 macOS Monterey 12.7.x: moving windows between spaces requires SIP to be partially disabled,koekeishiya committed 1 year ago,https://github.com/koekeishiya/yabai/commit/c8f913cbc0497d1dfe16138f40a8ba6ecaa744f8
#2394 fix issue causing sticky scratchpad windows to not work as expected,koekeishiya committed 1 year ago,https://github.com/koekeishiya/yabai/commit/a4062be1d28c54489400d8b84175fba271423497
#2391 fix window query property scratchpad flag,koekeishiya committed 1 year ago,https://github.com/koekeishiya/yabai/commit/136f25f515d07ff941231fa34a4fbea2448ca95e
#2387 newly stacked windows are placed after the focused window,koekeishiya committed 1 year ago,https://github.com/koekeishiya/yabai/commit/817f6bd003c2d5cf6eb75f974eb1724bff23208b
v7.1.2,koekeishiya committed 1 year ago,https://github.com/koekeishiya/yabai/commit/3a1ab2f6a2be0a84c4f84c4a65efe860e89444a2
"#2380 use space workaround for Ventura 13.6, and fix misc Sequoia support",koekeishiya committed 1 year ago,https://github.com/koekeishiya/yabai/commit/6773d2b483306731896052e0c346878fe8788031
